Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
3,0,2,1,4,2,3,2339,0,1,2,1,27990,4.0,12,1,27.0,0,1,0,0,1,3,3.0,3.0,3.0
1,0,2,1,7,2,1,2340,0,3,3,1,105520,2.0,11,0,4.0,2,2,2,2,3,3,4.0,3.0,3.0
2,0,1,2,21,3,1,2341,1,2,1,1,23290,3.0,15,0,9.0,2,3,0,2,3,3,1.0,1.0,3.0
3,0,2,1,8,2,1,2342,0,5,3,2,40140,8.0,13,1,24.0,3,1,0,1,3,3,4.0,4.0,3.0
2,0,2,2,4,3,3,2343,0,2,2,1,74030,0.0,12,1,10.0,4,10,6,8,3,3,2.0,3.0,2.0
2,0,1,1,25,1,1,2344,0,1,3,1,22590,0.0,14,0,8.0,2,8,7,7,3,3,4.0,3.0,2.0
2,0,2,1,1,4,1,2345,1,2,2,1,69320,0.0,13,0,5.0,5,5,1,2,3,3,4.0,1.0,3.0
3,0,2,1,1,1,4,2346,1,1,3,0,46780,5.0,25,1,8.0,0,6,0,2,4,4,4.0,2.0,3.0
2,0,2,2,6,3,2,2347,0,3,8,1,135820,0.0,17,1,1.0,3,1,0,1,2,3,3.0,4.0,2.0
3,0,2,1,12,4,5,2348,1,1,2,2,23320,1.0,11,0,27.0,2,26,0,12,3,3,4.0,1.0,1.0
1,1,2,0,1,3,3,2349,0,2,2,1,24130,0.0,16,1,1.0,2,1,0,0,3,3,3.0,2.0,3.0
1,0,0,2,17,2,2,2350,1,3,7,1,97050,0.0,18,2,4.0,3,4,1,3,2,3,2.0,3.0,2.0
3,0,1,1,3,3,4,2351,1,2,6,1,42940,2.0,20,0,32.0,2,30,12,13,2,4,2.0,3.0,3.0
2,0,2,1,3,2,1,2352,1,3,6,1,47210,3.0,14,1,6.0,3,3,0,2,3,3,2.0,4.0,3.0
3,0,2,1,10,3,5,2353,1,3,3,0,25190,0.0,21,2,22.0,2,22,1,10,3,4,2.0,4.0,2.0
1,0,2,1,4,3,3,2354,0,1,5,1,21210,0.0,13,1,6.0,2,6,1,1,3,3,2.0,2.0,2.0
3,0,2,2,29,2,5,2355,0,2,6,2,29730,0.0,12,0,10.0,2,10,1,4,3,3,3.0,1.0,3.0
3,0,0,2,2,4,1,2356,1,2,4,1,58550,0.0,14,1,10.0,3,10,4,5,2,3,1.0,1.0,3.0
2,0,1,1,7,3,3,2357,1,2,6,2,36170,7.0,21,1,10.0,5,5,0,3,3,4,4.0,1.0,3.0
2,0,2,1,18,1,3,2358,1,2,4,1,67250,9.0,17,1,7.0,3,3,1,1,3,3,3.0,3.0,3.0
2,0,1,2,28,4,2,2359,1,5,4,0,103250,0.0,11,1,9.0,3,9,7,2,2,3,3.0,4.0,3.0
3,0,2,1,1,4,1,2360,1,3,0,1,69490,1.0,14,1,10.0,2,9,1,4,3,3,3.0,1.0,2.0
2,0,2,1,6,2,1,2361,1,3,6,1,106090,2.0,17,1,10.0,2,7,7,7,3,3,2.0,1.0,3.0
1,0,2,1,2,1,1,2362,1,4,6,0,44470,0.0,13,0,7.0,4,7,0,7,3,3,4.0,1.0,3.0
2,0,2,1,2,3,3,2363,0,2,7,1,21570,0.0,25,0,16.0,1,16,1,10,2,4,2.0,1.0,3.0
1,0,2,1,23,3,1,2364,1,3,4,0,46010,0.0,15,2,5.0,2,5,0,0,3,3,2.0,1.0,2.0
1,0,2,1,3,1,1,2365,0,1,2,2,170990,1.0,14,1,3.0,2,2,2,2,3,3,3.0,4.0,3.0
1,1,1,1,3,5,3,2366,1,1,5,2,24790,0.0,12,1,0.0,2,0,0,0,2,3,2.0,4.0,4.0
3,0,2,1,25,4,3,2367,1,2,6,1,148520,3.0,19,3,27.0,3,5,1,0,2,3,4.0,3.0,3.0
2,0,2,2,2,4,1,2368,1,1,2,0,72640,0.0,17,0,10.0,5,10,0,7,3,3,3.0,3.0,3.0
2,0,2,1,22,1,1,2369,1,1,2,1,56660,0.0,14,1,18.0,2,18,14,12,3,3,1.0,3.0,3.0
2,0,0,1,29,3,3,2370,0,2,7,1,78230,1.0,13,1,15.0,3,14,2,9,3,3,3.0,3.0,3.0
2,0,2,1,29,4,5,2371,1,1,2,1,78800,3.0,12,1,9.0,2,4,0,2,4,3,3.0,3.0,2.0
2,0,1,1,2,3,5,2372,0,2,3,2,131940,0.0,11,0,9.0,2,9,3,8,3,3,1.0,3.0,1.0
3,0,2,1,28,3,1,2373,0,2,2,0,50670,0.0,11,2,10.0,3,10,3,9,2,3,4.0,4.0,3.0
2,0,2,1,2,4,1,2374,0,3,7,1,50790,3.0,11,0,10.0,3,5,0,2,3,3,4.0,3.0,4.0
2,1,2,1,2,3,1,2375,1,3,0,1,23210,9.0,12,1,15.0,0,13,6,0,3,3,4.0,1.0,3.0
2,0,2,1,22,3,1,2376,0,2,0,1,174440,0.0,14,0,8.0,4,8,7,7,3,3,2.0,2.0,1.0
2,0,2,1,8,3,5,2377,0,2,0,2,24040,6.0,17,0,18.0,2,4,3,3,2,3,3.0,4.0,2.0
3,0,1,2,2,2,2,2378,1,1,2,1,34520,4.0,11,1,14.0,2,10,0,2,2,3,1.0,4.0,3.0
3,0,1,2,10,4,2,2379,0,3,3,1,22700,2.0,14,3,23.0,2,2,2,2,3,3,3.0,4.0,3.0
2,1,2,1,9,3,1,2380,1,2,3,0,173990,6.0,12,0,7.0,3,2,2,2,1,3,,4.0,2.0
1,0,1,1,15,3,1,2381,1,2,6,2,54880,0.0,22,1,6.0,6,6,1,3,3,4,1.0,4.0,3.0
1,0,2,2,10,4,1,2382,1,3,7,1,194190,7.0,14,1,5.0,2,3,0,2,1,3,2.0,3.0,3.0
1,0,1,1,7,3,1,2383,1,1,6,2,28110,2.0,20,0,6.0,3,4,1,2,3,4,4.0,4.0,2.0
2,1,2,2,16,4,2,2384,1,1,5,2,36330,3.0,16,2,10.0,0,4,0,3,3,3,1.0,1.0,1.0
1,0,2,1,20,1,3,2385,0,2,3,2,41630,9.0,15,1,8.0,4,5,1,4,2,3,3.0,3.0,3.0
2,0,2,1,23,3,1,2386,0,3,7,1,21320,4.0,20,0,9.0,1,3,0,2,2,4,2.0,1.0,3.0
1,0,1,2,5,1,2,2387,1,4,4,0,139730,0.0,14,0,7.0,3,7,0,7,2,3,4.0,3.0,3.0
2,0,2,2,10,3,2,2388,0,2,5,1,26840,4.0,12,0,7.0,2,5,1,0,3,3,4.0,2.0,3.0
3,0,2,2,4,2,1,2389,1,2,5,1,108450,3.0,24,0,27.0,4,4,1,2,2,4,1.0,2.0,3.0
3,0,2,1,2,2,3,2390,1,3,7,0,43770,5.0,12,1,19.0,2,14,1,11,2,3,4.0,1.0,3.0
1,0,2,1,18,4,3,2391,0,2,7,2,37430,0.0,13,1,2.0,2,2,2,2,3,3,3.0,3.0,3.0
2,0,2,1,10,3,3,2392,1,3,2,0,41480,0.0,11,0,11.0,3,11,7,9,3,3,4.0,2.0,3.0
2,0,2,1,1,3,1,2393,0,2,0,2,10510,2.0,14,0,15.0,2,4,1,3,3,3,1.0,2.0,3.0
3,0,2,0,6,2,1,2394,0,2,6,1,107390,2.0,11,3,30.0,3,15,2,12,3,3,3.0,3.0,3.0
2,0,0,1,8,4,1,2395,1,4,2,1,103880,0.0,14,0,3.0,2,3,1,2,3,3,4.0,3.0,
2,0,2,1,2,2,3,2396,0,2,0,0,114160,6.0,16,0,13.0,2,5,0,4,3,3,4.0,1.0,3.0
4,0,2,2,24,3,2,2397,1,1,2,1,26000,3.0,14,0,36.0,5,10,4,7,3,3,2.0,3.0,3.0
3,0,2,1,2,4,1,2398,0,1,6,1,24220,0.0,11,1,14.0,2,14,6,11,3,3,3.0,3.0,3.0
2,1,1,1,17,4,3,2399,1,1,5,2,54720,3.0,11,1,13.0,3,11,6,7,2,3,4.0,4.0,4.0
2,0,1,1,19,2,1,2400,1,2,6,1,24510,7.0,12,1,19.0,3,13,2,9,3,3,4.0,4.0,4.0
1,0,2,1,1,2,3,2401,1,2,8,0,42400,0.0,14,0,10.0,2,10,0,9,2,3,1.0,2.0,2.0
2,0,2,1,7,3,3,2402,1,5,7,0,109990,0.0,18,3,6.0,3,6,0,4,2,3,4.0,4.0,3.0
2,0,2,1,5,4,5,2403,1,5,6,0,50030,0.0,13,0,9.0,5,9,1,6,3,3,4.0,2.0,2.0
2,0,2,1,28,4,5,2404,0,2,7,1,127420,0.0,11,0,10.0,4,10,0,2,2,3,1.0,4.0,3.0
3,0,2,1,2,4,3,2405,1,1,2,0,42270,4.0,18,0,17.0,3,2,2,2,2,3,4.0,1.0,2.0
2,0,1,2,29,2,3,2406,0,1,7,2,39170,0.0,15,3,4.0,2,4,3,3,3,3,4.0,2.0,3.0
3,0,2,1,1,4,3,2407,1,3,2,0,183030,6.0,22,1,29.0,2,3,1,2,2,4,2.0,2.0,3.0
3,0,2,1,21,3,3,2408,1,2,4,2,23800,4.0,13,0,23.0,3,8,0,0,1,3,3.0,3.0,3.0
3,0,2,1,24,4,1,2409,0,4,3,2,137260,3.0,12,0,21.0,6,2,0,2,4,3,4.0,3.0,3.0
1,0,2,1,1,3,1,2410,1,1,8,2,47770,0.0,18,1,2.0,3,2,0,2,3,3,4.0,1.0,3.0
2,0,0,1,18,2,3,2411,0,2,0,0,63850,1.0,13,0,7.0,6,6,1,2,2,3,3.0,4.0,3.0
2,0,2,1,2,2,5,2412,1,3,7,1,199730,6.0,12,0,10.0,2,3,0,2,3,3,1.0,3.0,2.0
3,0,2,1,9,3,5,2413,0,3,0,0,68610,4.0,12,0,8.0,2,2,2,2,2,3,3.0,4.0,3.0
1,1,2,0,6,3,1,2414,0,3,2,2,49690,0.0,12,0,5.0,3,5,1,2,3,3,4.0,3.0,3.0
2,0,2,1,11,2,1,2415,1,1,7,1,198450,7.0,11,1,7.0,3,0,0,0,3,3,4.0,3.0,2.0
4,0,2,1,24,3,1,2416,1,4,5,1,133200,3.0,11,0,11.0,2,4,1,2,3,3,2.0,4.0,3.0
3,1,1,2,10,2,2,2417,1,1,0,1,63470,2.0,12,1,19.0,3,9,7,7,1,3,4.0,3.0,3.0
2,1,2,2,1,3,1,2418,1,2,6,2,27430,0.0,19,1,1.0,2,1,0,0,3,3,4.0,2.0,3.0
1,0,0,1,18,2,3,2419,1,1,1,2,108800,0.0,23,1,7.0,5,7,5,7,3,4,4.0,4.0,3.0
4,0,2,1,23,1,1,2420,1,5,2,0,23420,5.0,11,2,8.0,2,4,1,2,3,3,1.0,2.0,3.0
2,0,2,2,28,3,1,2421,0,2,6,1,176500,0.0,19,1,15.0,6,15,4,13,1,3,2.0,4.0,4.0
4,0,2,2,17,4,3,2422,1,1,3,0,40250,3.0,13,1,19.0,5,1,0,0,2,3,3.0,4.0,4.0
2,0,2,2,3,3,1,2423,1,3,3,1,97250,0.0,11,0,14.0,0,14,2,13,3,3,2.0,2.0,3.0
2,0,1,1,13,3,1,2424,1,1,2,0,119040,0.0,12,1,6.0,4,6,1,3,3,3,3.0,4.0,2.0
2,0,2,1,7,2,1,2425,1,1,0,1,21770,0.0,13,0,10.0,5,10,8,7,3,3,2.0,4.0,3.0
1,1,2,1,12,2,3,2426,1,2,6,0,75250,0.0,14,2,3.0,2,3,0,2,3,3,3.0,4.0,3.0
3,0,2,0,1,3,1,2427,1,1,6,1,48340,1.0,14,0,9.0,1,8,6,7,4,3,3.0,4.0,3.0
2,0,1,1,13,3,1,2428,1,3,7,2,20420,0.0,16,0,5.0,2,5,1,4,3,3,1.0,4.0,4.0
3,0,2,1,25,4,1,2429,1,2,7,1,22200,0.0,11,0,10.0,2,10,8,8,1,3,4.0,4.0,3.0
1,0,2,1,6,3,1,2430,1,3,7,1,10520,0.0,13,0,5.0,3,5,0,4,3,3,3.0,3.0,3.0
3,0,2,2,6,4,2,2431,1,1,6,2,28210,0.0,17,0,10.0,3,10,8,7,3,3,4.0,3.0,3.0
1,0,2,1,2,2,1,2432,1,2,6,1,192370,9.0,11,1,9.0,2,5,1,2,3,3,4.0,3.0,3.0
2,0,2,0,1,4,1,2433,0,3,6,2,41070,3.0,11,1,17.0,2,13,6,7,1,3,3.0,4.0,2.0
3,0,0,2,2,3,1,2434,0,2,4,1,83960,3.0,15,2,25.0,3,23,14,4,2,3,3.0,3.0,2.0
1,1,2,2,6,2,3,2435,0,2,3,1,20070,0.0,12,0,1.0,2,1,0,0,2,3,4.0,3.0,3.0
3,1,1,1,1,3,3,2436,0,2,7,1,196270,7.0,11,2,25.0,1,23,14,10,3,3,3.0,3.0,1.0
1,0,2,1,9,1,3,2437,1,1,7,1,106860,0.0,14,1,3.0,2,3,0,2,3,3,4.0,3.0,4.0
3,0,2,1,1,4,1,2438,1,1,5,2,29420,0.0,22,1,21.0,4,21,8,6,3,4,4.0,2.0,3.0
2,0,1,2,1,1,2,2439,1,2,2,1,88580,6.0,16,1,10.0,2,5,1,3,3,3,1.0,3.0,2.0
2,0,2,1,14,2,1,2440,1,1,7,1,167560,1.0,11,2,6.0,5,5,0,3,3,3,2.0,3.0,4.0
3,0,0,2,2,2,3,2441,1,2,6,1,107980,6.0,14,2,10.0,5,3,1,2,1,3,3.0,2.0,3.0
2,0,2,1,22,2,5,2442,1,1,0,1,23230,2.0,16,1,18.0,2,1,0,0,3,3,2.0,1.0,3.0
1,0,2,1,3,3,1,2443,0,1,6,0,14160,0.0,15,1,6.0,3,6,1,2,2,3,2.0,1.0,4.0
3,0,2,1,6,3,3,2444,1,4,7,2,46150,6.0,12,0,19.0,3,10,0,9,2,3,3.0,2.0,3.0
2,0,2,2,8,4,1,2445,1,1,2,1,24610,2.0,20,1,17.0,4,7,0,7,3,4,4.0,3.0,3.0
1,0,2,2,9,4,2,2446,1,1,2,1,87220,0.0,17,1,10.0,3,10,0,8,3,3,2.0,4.0,2.0
3,0,0,1,3,2,1,2447,0,2,7,1,39550,7.0,12,1,4.0,5,1,0,0,3,3,3.0,2.0,1.0
3,0,2,1,1,4,5,2448,0,3,7,0,99570,4.0,20,0,13.0,1,10,0,3,3,4,3.0,4.0,2.0
2,1,2,1,1,3,3,2449,1,2,4,0,33760,5.0,20,0,16.0,3,2,2,2,3,4,2.0,1.0,3.0
2,1,2,1,26,3,3,2450,0,2,5,2,88230,6.0,13,2,10.0,3,0,0,0,3,3,1.0,2.0,3.0
1,0,2,2,6,4,1,2451,1,3,4,2,103220,0.0,14,2,3.0,2,3,1,2,3,3,3.0,2.0,1.0
2,0,1,2,3,3,2,2452,1,2,7,2,46210,2.0,18,1,9.0,3,5,1,4,3,3,4.0,4.0,2.0
2,0,0,1,3,3,1,2453,0,2,4,1,109760,0.0,11,0,9.0,3,9,5,8,2,3,4.0,4.0,3.0
2,0,2,1,6,3,5,2454,1,1,6,1,36600,3.0,11,2,10.0,0,4,0,2,2,3,4.0,3.0,1.0
2,0,2,2,6,3,1,2455,1,3,4,2,104820,0.0,11,1,21.0,6,21,12,8,2,3,2.0,2.0,2.0
3,0,2,1,19,4,3,2456,1,1,8,1,71190,4.0,15,0,9.0,2,5,0,3,3,3,3.0,3.0,4.0
1,0,1,2,9,3,1,2457,1,1,5,2,95820,0.0,12,1,9.0,2,9,0,7,3,3,4.0,1.0,3.0
1,0,1,2,3,4,2,2458,1,1,7,1,45080,0.0,11,1,2.0,5,2,2,1,3,3,1.0,4.0,3.0
1,1,1,1,10,3,1,2459,0,1,1,0,22070,6.0,14,0,6.0,4,4,1,2,3,3,3.0,4.0,2.0
2,0,2,1,3,2,1,2460,1,3,2,1,77560,1.0,15,2,6.0,3,5,0,2,4,3,1.0,3.0,3.0
1,0,2,2,3,3,1,2461,1,1,3,2,66940,0.0,13,1,6.0,2,6,1,4,2,3,3.0,4.0,2.0
1,1,2,2,4,3,2,2462,1,5,6,2,36910,0.0,13,0,2.0,3,2,2,2,3,3,2.0,2.0,3.0
1,0,1,1,8,4,1,2463,0,1,7,2,23770,8.0,21,1,10.0,2,3,0,2,3,4,4.0,3.0,4.0
1,0,2,2,7,3,1,2464,1,3,7,0,23130,2.0,11,0,12.0,5,7,1,7,3,3,3.0,1.0,3.0
2,0,2,1,1,2,3,2465,0,2,0,1,176650,0.0,11,0,5.0,5,5,1,2,2,3,4.0,4.0,3.0
2,0,0,1,2,4,3,2466,1,1,8,2,25960,8.0,14,1,13.0,4,11,1,7,3,3,4.0,2.0,2.0
3,0,2,2,3,4,2,2467,1,1,7,2,47280,3.0,11,1,8.0,4,5,0,4,3,3,4.0,4.0,4.0
2,1,2,1,10,3,1,2468,1,1,7,2,43020,2.0,13,0,11.0,3,0,0,0,1,3,1.0,1.0,2.0
2,0,1,1,28,3,3,2469,1,1,0,1,29790,4.0,12,1,9.0,3,6,0,5,3,3,3.0,2.0,2.0
2,1,2,0,9,4,0,2470,1,2,2,1,168850,2.0,14,2,10.0,2,1,0,0,3,3,1.0,3.0,3.0
1,0,2,1,3,4,4,2471,0,2,8,0,55930,0.0,13,1,1.0,3,1,0,0,3,3,4.0,1.0,3.0
1,0,2,1,2,1,3,2472,1,1,8,1,104450,3.0,18,1,10.0,3,7,1,7,3,3,3.0,3.0,3.0
2,0,0,1,10,4,1,2473,0,1,2,2,87400,2.0,11,1,12.0,2,7,0,7,3,3,2.0,2.0,3.0
2,0,2,1,8,2,5,2474,0,1,4,1,25140,3.0,11,0,15.0,2,1,1,0,2,3,2.0,4.0,3.0
3,1,1,1,1,4,4,2475,1,3,7,1,76550,9.0,12,1,6.0,3,1,0,0,3,3,3.0,3.0,3.0
3,0,2,0,1,3,4,2476,0,1,0,0,174650,8.0,13,1,7.0,3,5,0,4,3,3,2.0,2.0,2.0
4,0,2,1,3,2,1,2477,0,1,7,1,73510,8.0,20,1,34.0,3,1,0,0,3,4,3.0,,3.0
2,0,0,1,14,3,4,2478,1,1,6,0,108200,5.0,12,0,11.0,2,9,1,7,3,3,4.0,2.0,2.0
3,0,2,1,5,3,3,2479,1,1,8,0,121690,0.0,19,0,5.0,2,5,0,4,3,3,3.0,1.0,
2,0,0,1,7,4,3,2480,0,1,6,0,196260,0.0,21,0,15.0,5,15,0,7,2,4,4.0,3.0,3.0
4,0,0,1,10,4,3,2481,1,2,0,1,20700,4.0,13,2,27.0,2,3,0,2,4,3,1.0,3.0,2.0
3,0,2,2,16,2,2,2482,0,1,2,2,67820,0.0,16,1,9.0,2,9,1,8,3,3,2.0,4.0,3.0
2,0,2,2,10,2,1,2483,0,5,7,2,77790,5.0,12,1,6.0,2,2,2,2,3,3,4.0,4.0,3.0
1,1,2,2,1,2,2,2484,1,5,0,2,27910,0.0,14,0,1.0,3,1,1,0,4,3,2.0,2.0,3.0
2,0,2,1,8,2,1,2485,0,2,7,1,32010,0.0,11,1,5.0,3,5,0,4,2,3,4.0,3.0,3.0
1,1,2,1,1,3,4,2486,1,4,6,1,49680,0.0,14,0,1.0,3,1,0,0,3,3,3.0,1.0,3.0
2,0,2,1,8,5,1,2487,1,5,7,1,131200,1.0,12,2,13.0,6,12,5,7,2,3,1.0,4.0,3.0
4,0,2,1,1,4,1,2488,0,1,3,1,40330,2.0,14,0,15.0,2,2,2,2,3,3,1.0,3.0,3.0
2,0,2,1,24,1,1,2489,1,2,7,1,32910,0.0,16,3,5.0,2,5,0,3,2,3,2.0,2.0,3.0
3,0,2,2,3,4,2,2490,0,1,8,0,42720,7.0,13,0,24.0,3,2,2,2,4,3,3.0,4.0,3.0
2,0,2,1,27,3,5,2491,0,4,6,1,50560,7.0,12,0,15.0,2,12,5,7,2,3,4.0,1.0,3.0
3,1,1,2,10,4,1,2492,1,1,6,0,28440,1.0,12,0,6.0,2,5,2,3,4,3,3.0,2.0,2.0
2,0,2,1,19,2,5,2493,1,2,7,0,27030,2.0,14,0,19.0,2,10,4,7,3,3,3.0,2.0,2.0
2,1,2,1,15,4,1,2494,1,2,6,2,19040,0.0,22,1,10.0,4,10,7,7,3,4,3.0,4.0,3.0
2,0,2,1,8,5,3,2495,1,2,2,1,82240,6.0,19,0,14.0,3,10,7,6,3,3,4.0,1.0,3.0
1,0,2,2,9,3,3,2496,0,2,7,1,47660,0.0,12,0,5.0,3,5,0,3,3,3,3.0,4.0,4.0
2,0,2,2,3,4,2,2497,0,2,2,2,26100,7.0,12,0,9.0,2,4,2,2,2,3,3.0,3.0,3.0
3,0,0,1,9,2,1,2498,1,2,4,2,57310,8.0,17,0,6.0,2,2,2,2,3,3,2.0,2.0,3.0
2,0,2,1,2,2,3,2499,1,1,5,1,25390,4.0,12,1,7.0,3,4,0,2,3,3,3.0,1.0,2.0
3,0,2,1,7,4,4,2500,0,2,2,1,57140,5.0,11,0,10.0,2,0,0,0,3,3,2.0,1.0,2.0
2,0,0,2,10,1,1,2501,0,2,5,0,43230,2.0,18,3,15.0,3,7,1,7,3,3,2.0,4.0,3.0
2,0,0,2,6,4,2,2502,1,3,7,0,73360,5.0,11,0,13.0,3,11,3,8,3,3,1.0,2.0,3.0
2,1,1,1,2,1,1,2503,1,1,4,1,134990,4.0,23,2,11.0,2,7,0,7,4,4,4.0,1.0,2.0
2,1,2,1,24,3,1,2504,1,1,2,2,137580,0.0,11,1,10.0,5,10,0,8,3,3,4.0,1.0,1.0
2,0,1,1,2,1,3,2505,1,2,0,0,51550,2.0,18,1,7.0,3,2,2,2,2,3,3.0,4.0,3.0
3,0,0,0,8,5,3,2506,0,3,7,2,22580,4.0,18,0,7.0,2,3,1,2,3,3,1.0,3.0,2.0
3,0,2,1,3,3,1,2507,1,3,6,2,35970,3.0,13,1,11.0,2,3,1,2,1,3,2.0,2.0,1.0
3,0,2,1,1,1,5,2508,1,3,2,0,25150,0.0,18,0,22.0,2,22,13,5,2,3,3.0,3.0,4.0
1,0,2,2,26,3,2,2509,0,2,3,2,44200,9.0,11,0,9.0,3,7,0,2,3,3,1.0,3.0,3.0
1,1,2,0,2,1,5,2510,0,3,7,1,65780,0.0,15,2,5.0,3,5,1,4,2,3,4.0,2.0,3.0
3,1,2,1,10,3,3,2511,1,1,7,1,44220,4.0,11,1,13.0,2,9,3,7,3,3,4.0,2.0,4.0
2,0,2,2,27,2,3,2512,0,3,7,0,102740,4.0,18,0,12.0,3,5,0,3,3,3,3.0,4.0,3.0
2,0,2,1,2,3,1,2513,1,2,2,1,53430,0.0,14,0,10.0,5,10,4,8,2,3,2.0,3.0,3.0
4,0,0,1,2,4,3,2514,1,1,2,0,23760,4.0,12,1,37.0,3,16,14,14,3,3,2.0,2.0,2.0
2,0,2,1,8,1,5,2515,0,3,4,1,53460,0.0,14,0,5.0,3,5,0,3,2,3,2.0,3.0,4.0
3,0,2,1,19,5,3,2516,0,2,6,0,28270,8.0,14,1,28.0,3,22,14,10,3,3,3.0,2.0,3.0
2,0,2,1,1,4,1,2517,1,2,3,0,199430,2.0,13,1,15.0,3,7,7,7,3,3,2.0,1.0,3.0
4,0,2,2,27,4,3,2518,1,1,6,1,31310,4.0,14,0,14.0,3,7,1,7,2,3,4.0,4.0,2.0
2,0,1,2,8,4,4,2519,0,3,4,1,25520,2.0,18,0,9.0,2,3,2,2,3,3,1.0,1.0,3.0
1,0,2,2,1,2,1,2520,1,3,3,1,44770,0.0,15,0,3.0,6,3,1,2,3,3,3.0,1.0,3.0
2,0,2,1,19,3,3,2521,0,2,4,1,64740,2.0,13,2,20.0,3,4,0,3,1,3,2.0,4.0,2.0
1,0,2,2,8,3,2,2522,0,1,0,2,30330,0.0,12,0,5.0,2,5,1,2,2,3,3.0,4.0,3.0
4,0,1,1,10,4,5,2523,0,1,8,1,29360,2.0,13,1,23.0,3,2,2,2,3,3,1.0,3.0,3.0
1,0,0,1,2,3,1,2524,1,3,8,2,186060,0.0,24,2,0.0,4,0,0,0,3,4,2.0,3.0,1.0
2,1,2,1,2,3,1,2525,1,3,2,1,21680,0.0,14,1,1.0,2,1,0,0,3,3,4.0,1.0,3.0
1,1,2,1,8,2,3,2526,1,1,3,0,28530,4.0,14,1,4.0,5,2,2,0,2,3,1.0,1.0,3.0
3,0,0,2,1,4,5,2527,1,1,6,1,170480,4.0,15,0,10.0,3,8,5,7,2,3,3.0,3.0,4.0
2,0,2,2,2,3,5,2528,0,5,2,1,22900,4.0,11,0,15.0,5,1,0,0,3,3,4.0,2.0,3.0
3,0,1,2,8,3,3,2529,1,1,5,1,36000,0.0,23,0,7.0,2,7,7,7,3,4,1.0,4.0,3.0
1,0,1,2,8,4,1,2530,1,5,6,2,21070,0.0,13,0,5.0,2,5,0,2,3,3,4.0,4.0,2.0
1,0,1,1,6,2,3,2531,1,1,1,1,41150,0.0,11,0,11.0,1,11,3,10,3,3,4.0,4.0,4.0
2,0,1,2,9,4,1,2532,1,4,7,2,43270,8.0,13,0,4.0,4,0,0,0,3,3,4.0,4.0,4.0
3,0,0,1,11,3,3,2533,1,1,3,1,178560,3.0,18,0,10.0,2,6,3,3,3,3,3.0,3.0,2.0
3,0,2,2,2,2,1,2534,0,5,3,2,31960,4.0,14,1,7.0,3,2,2,0,2,3,2.0,3.0,3.0
3,0,2,0,1,3,1,2535,0,1,2,0,190810,3.0,21,0,12.0,2,9,4,7,3,4,4.0,4.0,2.0
1,0,0,1,7,3,1,2536,1,1,7,0,89660,0.0,16,1,3.0,3,3,2,2,2,3,3.0,4.0,3.0
1,0,2,1,16,3,3,2537,0,1,4,0,22100,8.0,11,1,11.0,4,7,1,6,3,3,4.0,3.0,3.0
3,0,2,2,2,4,3,2538,0,2,5,2,45390,4.0,17,1,8.0,5,0,0,0,3,3,4.0,3.0,3.0
2,1,2,1,1,1,3,2539,1,2,2,2,27410,7.0,11,0,7.0,3,2,2,2,3,3,3.0,2.0,2.0
3,0,2,1,23,1,1,2540,1,2,2,0,34910,2.0,14,0,25.0,0,19,2,8,3,3,1.0,1.0,3.0
1,0,2,2,2,3,1,2541,0,5,6,1,45410,0.0,14,2,9.0,4,9,5,8,4,3,2.0,3.0,3.0
1,0,2,1,1,2,3,2542,1,3,7,1,26780,0.0,25,1,1.0,3,1,0,0,3,4,4.0,2.0,3.0
3,0,2,1,1,3,1,2543,1,1,4,1,73790,7.0,13,2,21.0,3,16,6,14,2,3,1.0,3.0,3.0
3,0,2,1,2,3,1,2544,0,2,3,1,62720,4.0,14,0,29.0,3,22,12,9,2,3,4.0,2.0,3.0
1,1,1,1,13,2,1,2545,0,1,2,2,52200,0.0,17,0,1.0,3,1,1,0,2,3,4.0,4.0,2.0
3,1,2,1,4,4,3,2546,0,2,8,1,27430,5.0,25,1,14.0,1,8,0,7,4,4,3.0,2.0,3.0
1,0,1,1,16,4,3,2547,1,3,0,1,49980,0.0,20,2,7.0,3,7,7,3,3,4,4.0,1.0,2.0
2,0,2,1,2,3,5,2548,1,3,0,0,102520,8.0,13,1,7.0,3,2,2,2,3,3,4.0,4.0,3.0
4,0,2,1,2,3,1,2549,0,1,1,1,27810,8.0,13,1,19.0,2,5,0,4,3,3,2.0,4.0,4.0
1,0,2,1,29,2,1,2550,1,2,2,1,68520,0.0,18,1,1.0,2,1,0,0,4,3,2.0,2.0,3.0
1,1,2,2,12,4,1,2551,0,2,7,2,49500,0.0,12,2,1.0,3,1,0,0,3,3,2.0,4.0,2.0
1,1,2,1,16,2,1,2552,0,2,2,2,35790,0.0,19,3,1.0,3,1,0,0,3,3,4.0,2.0,3.0
2,0,2,1,11,3,1,2553,1,1,7,1,131910,0.0,14,1,10.0,2,10,1,7,2,3,2.0,3.0,3.0
